Quantity,Name,Price,Color,Card Type,CMC,Edition (CODE),Mana Value,Scryfall ID
1x,"Strider, Ranger of the North",$0.25,Red/Green,Legendary Creature — Human Ranger,4,(LTR),{2}{R}{G},1fa269ca-36ff-4048-8253-0d150431e9d2
1x,Gravestone Strider,$0.50,,Artifact Creature — Golem,2,(MKM),{2},1f952d8d-c089-432c-822a-8ef1e605ae38
1x,Perimeter Enforcer,$0.30,White,Creature — Human Detective,2,(MKM),{1}{W},1f88d077-5082-4a67-91e4-97aafb9a5e91
1x,Cheeky House-Mouse // Squeak By,$0.16,White,Creature — Mouse // Sorcery — Adventure,1,(WOE),{W} // {W},1f3013bf-9647-4bdb-a638-d299ae00f88e
1x,Slime Against Humanity,$3.97,Green,Sorcery,3,(MKM),{2}{G},1eb21318-d32e-4724-8908-c0d7613de2f4
1x,The Black Breath,$0.13,Black,Sorcery,3,(LTR),{2}{B},1e63983d-c36b-4440-b9e1-baaa6c7c0ba9
1x,No More Lies,$1.74,White/Blue,Instant,2,(MKM),{W}{U},1e0c695d-62f9-4805-9e2f-7032e8464136
1x,Harried Spearguard,$0.15,Red,Creature — Human Soldier,1,(WOE),{R},1db79785-4f55-445f-93f2-14c6e4606fc5
1x,Harried Spearguard,$0.15,Red,Creature — Human Soldier,1,(WOE),{R},1db79785-4f55-445f-93f2-14c6e4606fc5
1x,Birthing Boughs,$0.44,,Artifact,3,(PLST),{3},1db211da-8abd-4644-b337-338b4c2ff08d
1x,Fifty Feet of Rope,$0.25,,Artifact,1,(PLST),{1},1d241b67-c094-429a-8f78-a13ebec6bd5d
1x,The Watcher in the Water,$2.00,Blue,Legendary Creature — Kraken,5,(LTR),{3}{U}{U},1cb8e8bb-75a0-4b5e-b4b3-5d8f3795032d
1x,Blind Obedience,$1.90,White,Enchantment,2,(WOT),{1}{W},1cb0ea8e-0707-46a8-9dc6-77c17244fd7b
1x,Wizard's Rockets,$0.14,,Artifact,1,(LTR),{1},1c6ed742-dfb1-41e2-8f19-184555109e34
1x,Wizard's Rockets,$0.20,,Artifact,1,(LTR),{1},1c6ed742-dfb1-41e2-8f19-184555109e34
1x,Surrounded by Orcs,$0.24,Blue,Sorcery,4,(LTR),{3}{U},1c50d4c8-2311-4394-b73f-389eb81e898b
1x,Barbed Servitor,$0.55,Black,Artifact Creature — Construct,4,(MKM),{3}{B},1c34e4ae-9bf3-4098-88f1-267e7d6cfa35
1x,Brandywine Farmer,$0.20,Green,Creature — Halfling Peasant,3,(LTR),{2}{G},1c24b5fa-506d-4eaf-881b-bc282c74a16c
1x,Saruman the White,$0.19,Blue,Legendary Creature — Avatar Wizard,5,(LTR),{4}{U},1bfccbab-29fa-4e92-8919-6cd4815fb655
1x,Rowan's Grim Search,$0.20,Black,Instant,3,(WOE),{2}{B},1be6786e-0569-42dd-b03c-82da7b32a14f
1x,Reprieve,$1.37,White,Instant,2,(LTR),{1}{W},1bd3fa8a-6c50-4f7f-9ae3-0810eec5e3db
1x,Prophetic Prism,$0.14,,Artifact,2,(CLB),{2},1b837b21-9165-4965-a7b5-c59811647951
1x,Flare of Faith,$0.15,White,Instant,2,(MID),{1}{W},1b4354c6-ea21-46c0-93c4-744dbacbfcf4
1x,"Farideh, Devil's Chosen",$0.24,Blue/Red,Legendary Creature — Tiefling Warlock,4,(AFR),{2}{U}{R},1b2ff142-029b-4446-960a-2ff200fb9aee
1x,You Find the Villains' Lair,$0.52,Blue,Instant,3,(AFR),{1}{U}{U},1accce8c-7ca4-4cc5-bd8a-26b19622984b
1x,You Find the Villains' Lair,$1.12,Blue,Instant,3,(AFR),{1}{U}{U},1accce8c-7ca4-4cc5-bd8a-26b19622984b
1x,Freeze in Place,$0.15,Blue,Sorcery,2,(WOE),{1}{U},1a8bb9c7-2c4b-48a1-806e-742addb72b4b
1x,Candy Trail,$0.24,,Artifact — Food Clue,1,(WOE),{1},1a860925-d912-49e5-9ddc-41ab26916bb3
1x,Food Fight,$0.28,Red,Enchantment,2,(WOE),{1}{R},1a7cc43c-6e8c-41d2-a885-24604dfc7e7f
1x,The Goose Mother,$0.79,Blue/Green,Legendary Creature — Bird Hydra,2,(WOE),{X}{G}{U},1a55c370-d396-4c73-8ee2-83dc4c124005
1x,Gwaihir the Windlord,$0.15,White/Blue,Legendary Creature — Bird Noble,6,(LTR),{4}{W}{U},1a42c951-1146-4f49-a690-7d385962b191
1x,Fates' Reversal,$0.15,Black,Sorcery,2,(AFR),{1}{B},19ff3d76-e985-4d8d-837e-89360cc23824
1x,Beanstalk Wurm // Plant Beans,$0.15,Green,Creature — Plant Wurm // Sorcery — Adventure,5,(WOE),{4}{G} // {1}{G},19f20c0a-22be-4a9c-96ce-4047f7a2d424
1x,Scroll of Isildur,$0.50,Blue,Enchantment — Saga,3,(LTR),{2}{U},195821f4-ba3d-4412-930f-f3656b319dfd
1x,Candy Grapple,$0.15,Black,Instant,2,(WOE),{1}{B},190d97bc-dbef-496d-9bd1-b785bdf8a964
1x,Reckless Detective,$0.25,Red,Creature — Devil Detective,2,(MKM),{1}{R},18da1a1d-e6ba-47e5-a545-0bacd427b782
1x,"Faramir, Field Commander",$0.15,White,Legendary Creature — Human Soldier,4,(LTR),{3}{W},17c2250a-9af1-40de-9f09-7e8c7daec520
1x,Infernal Grasp,$1.42,Black,Instant,2,(MID),{1}{B},17824929-f131-4b8d-addb-66c25323155e
1x,Infernal Grasp,$2.88,Black,Instant,2,(MID),{1}{B},17824929-f131-4b8d-addb-66c25323155e
1x,Living Lectern,$0.14,Blue,Artifact Creature — Construct,2,(WOE),{1}{U},169afcaf-7ebf-4590-9e51-2a1a5eb3ac76
1x,Blessed Defiance,$0.15,White,Instant,1,(MID),{W},1555cdcb-3471-4ee7-99c3-d05311bf433c
1x,Inside Source,$0.30,White,Creature — Human Citizen,3,(MKM),{2}{W},1548d181-3f83-457a-b2d3-eb88cfb2afda
1x,Path to the Festival,$0.25,Green,Sorcery,3,(MID),{2}{G},153f545d-bdbf-42c7-837a-a7076bbe5027
1x,Ent-Draught Basin,$0.14,,Artifact,2,(LTR),{2},1500126f-fbe4-4c39-bb06-1a36e2c4682f
1x,Crime Novelist,$3.72,Red,Creature — Goblin Bard,3,(MKM),{2}{R},14a5cd7c-b0b1-4ffa-a806-bb0e73baffad
1x,"Totentanz, Swarm Piper",$0.17,Black/Red,Legendary Creature — Human Warlock Bard,3,(WOE),{1}{B}{R},1422d6db-fe5b-4a89-951a-fbd7985a29fc
1x,Mass Polymorph,$0.49,Blue,Sorcery,6,(M11),{5}{U},13ffe61f-e52e-4d62-854b-10ac9cfbadd3
1x,Pollen-Shield Hare // Hare Raising,$0.28,White,Creature — Rabbit // Sorcery — Adventure,2,(WOE),{1}{W} // {G},139f31f5-28f0-4e90-abdf-3f6ed0992dea
1x,Forensic Researcher,$0.30,Blue,Creature — Merfolk Detective,3,(MKM),{2}{U},1384df5d-d705-49cb-a982-1588cbf303d8
1x,"Smeagol, Helpful Guide",$0.48,Black/Green,Legendary Creature — Halfling Horror,3,(LTR),{1}{B}{G},13253f8d-1897-41e8-a904-9e57ac7eff0a
1x,Death-Priest of Myrkul,$0.25,Black,Creature — Tiefling Cleric,4,(AFR),{2}{B}{B},126b2636-030a-4a0e-9307-54c3372afb52
1x,Lobelia Sackville-Baggins,$0.42,Black,Legendary Creature — Halfling Citizen,3,(LTR),{2}{B},1254afb9-283c-43b0-bebf-6df12c43d080
1x,Shortcut Seeker,$0.15,Blue,Creature — Human Rogue,4,(AFR),{3}{U},122d2635-c4f4-44cd-8f82-37e3016e421e
1x,Gorbag of Minas Morgul,$0.22,Black,Legendary Creature — Orc Soldier,2,(LTR),{1}{B},11af26b2-a317-48f5-b6c8-226b5c8e2368
1x,Voracious Fell Beast,$0.25,Black,Creature — Drake Beast,6,(LTR),{4}{B}{B},11603836-d1a3-4e95-a8cc-e6ca2c854309
1x,Vantress Transmuter // Croaking Curse,$0.12,Blue,Creature — Human Wizard // Sorcery — Adventure,4,(WOE),{3}{U} // {1}{U},11507fa1-ef9e-41c9-b987-be57a03bd0df
1x,Spoils of the Hunt,$0.14,Green,Instant,3,(AFR),{2}{G},10dfdfd4-8621-40ef-a60f-74e9c107bbaf
1x,Spoils of the Hunt,$0.20,Green,Instant,3,(AFR),{2}{G},10dfdfd4-8621-40ef-a60f-74e9c107bbaf
1x,Cathar's Call,$0.20,White,Enchantment — Aura,3,(MID),{2}{W},10d044a9-0149-4302-86e5-90623e54e36b
1x,Soul Search,$0.25,White/Black,Sorcery,2,(MKM),{W}{B},0f852937-381d-4445-99d3-2ecb8af6bb6a
1x,Dire-Strain Rampage,$0.45,Red/Green,Sorcery,3,(MID),{1}{R}{G},0f4a7c01-95ca-43bf-bc53-875cfb4bffa1
1x,You Find Some Prisoners,$0.27,Red,Instant,2,(AFR),{1}{R},0f2a95ae-feb2-42c3-99b4-9ea7a491d326
1x,The Apprentice's Folly,$0.28,Blue/Red,Enchantment — Saga,4,(WOE),{2}{U}{R},0edb58bb-8ff3-4e34-b3d1-d83b5bd8c178
1x,Toxin Analysis,$0.32,Black,Instant,1,(MKM),{B},0eda1aff-c1f4-4171-a800-605396cc8168
1x,You Come to the Gnoll Camp,$0.15,Red,Instant,2,(AFR),{1}{R},0e893613-423e-409b-9334-292bd252405b
1x,Shady Informant,$0.25,Black/Red,Creature — Ogre Rogue,5,(MKM),{3}{B}{R},0de36e63-8190-415f-b65b-bae1e595845d
1x,Three Blind Mice,$0.36,White,Enchantment — Saga,3,(WOE),{2}{W},0d2ba371-854c-4529-b72b-e4a1887e33ab
1x,Feed the Cauldron,$0.11,Black,Instant,3,(WOE),{2}{B},0cfd18a5-e06a-4cb5-b78e-de18ec641321
1x,Lorien Revealed,$2.74,Blue,Sorcery,5,(LTR),{3}{U}{U},0ce44270-a684-4489-9077-521456e6dfaa
1x,Knights of Dol Amroth,$0.14,Blue,Creature — Human Knight,4,(LTR),{3}{U},0c511371-97d7-47cc-934c-939dfbdd1c0b
1x,Cryptic Coat,$11.97,Blue,Artifact — Equipment,3,(MKM),{2}{U},0c3d7e2c-a104-4757-9984-fb31088f92c4
1x,Repeat Offender,$0.28,Black,Creature — Human Assassin,2,(MKM),{1}{B},0c2ca1e7-e0de-4d29-a81b-62185ccd295f
1x,Inspiring Bard,$0.15,Green,Creature — Elf Bard,4,(AFR),{3}{G},0b33db66-d205-4164-b168-6084df562ebb
1x,Rust Monster,$0.20,Red,Creature — Beast,3,(PLST),{2}{R},0b2d6932-a7b6-487f-a68b-e32005c719a5
1x,Hollow Scavenger // Bakery Raid,$0.15,Green,Creature — Wolf // Sorcery — Adventure,3,(WOE),{2}{G} // {G},0ad345b6-7077-4dd2-b515-c774a3185fe4
1x,Hobgoblin Bandit Lord,$1.72,Red,Creature — Goblin Rogue,3,(AFR),{1}{R}{R},09e9dc36-f2d8-4384-98cb-e44c00b02433
1x,Prosperous Innkeeper,$1.00,Green,Creature — Halfling Citizen,2,(AFR),{1}{G},096d3c0c-98e2-4cfc-a6e1-fddb0359c63f
1x,Bull's Strength,$0.15,Green,Instant,2,(AFR),{1}{G},092cab70-c771-4c96-a5ce-22f2e32e3ea8
1x,Moonshaker Cavalry,$13.25,White,Creature — Spirit Knight,8,(WOE),{5}{W}{W}{W},092c48bd-b648-4c9e-aa99-cac3c407911d
1x,Guardian of Faith,$4.08,White,Creature — Spirit Knight,3,(AFR),{1}{W}{W},08e3dda1-a1d3-48c9-8c81-da7eae20ac8a
1x,"Pippin, Guard of the Citadel",$0.65,White/Blue,Legendary Creature — Halfling Soldier,2,(LTR),{W}{U},08b7a4d8-1183-430e-8ea4-016844f33200
1x,Show and Tell,$30.92,Blue,Sorcery,3,(SPG),{2}{U},08844d76-fc69-4fe3-9c1d-118110b3eb2c
1x,Lumbering Laundry,$0.25,,Artifact Creature — Golem,5,(MKM),{5},080ad039-1669-4735-9864-76f4c61fc59e
1x,Shipwreck Marsh,$7.18,Land,Land,0,(MID),,07ad2562-fc26-40a1-9e6c-21f4f88dc2d8
1x,Witch's Mark,$0.18,Red,Sorcery,2,(WOE),{1}{R},0685afcb-06f6-4d18-b8c2-510764558dc1
1x,Elvish Archivist,$0.39,Green,Creature — Elf Artificer,2,(WOE),{1}{G},0670dbf0-b150-4e8d-bb40-f768b2f06fe5
1x,The Book of Vile Darkness,$0.69,Black,Legendary Artifact,3,(AFR),{B}{B}{B},05dcff61-8c48-401f-a31f-5fc53a298356
1x,Fall of Gil-galad,$0.45,Green,Enchantment — Saga,2,(LTR),{1}{G},058030f0-72ef-4cc9-aad1-9f5d26991ab2
1x,True Polymorph,$0.30,Blue,Instant,6,(AFR),{4}{U}{U},04a1f384-9266-425c-b739-09d74871fc7b
1x,Flame of Anor,$6.23,Blue/Red,Instant,3,(LTR),{1}{U}{R},04779a7e-b453-48b9-b392-6d6fd0b8d283
1x,Soulknife Spy,$0.18,Blue,Creature — Elf Rogue,3,(AFR),{2}{U},045c7c23-d418-42f0-b497-50c39e5321ad
1x,Rhystic Study,$45.35,Blue,Enchantment,3,(WOT),{2}{U},043b2d30-a40f-4d47-933b-80544512f9c2
1x,Ioreth of the Healing House,$0.20,Blue,Legendary Creature — Human Cleric,3,(LTR),{2}{U},03ab74cd-978a-49eb-9d38-bc8b472b3cef
1x,Covetous Castaway // Ghostly Castigator,$0.18,Blue,Creature — Human,2,(MID),{1}{U},03a3ea4b-d292-4602-985f-7a7971ca73ec
1x,Leyline of the Void,$2.39,Black,Enchantment,4,(WOT),{2}{B}{B},034bfd23-8f10-4d98-9500-47d392531c69
1x,Rush the Room,$0.24,Red,Instant,1,(LTR),{R},02e9fa6c-f331-4817-9919-d154b1a96c7b
1x,Stab Wound,$0.15,Black,Enchantment — Aura,3,(WOT),{2}{B},02e5953c-420f-4f5e-bee1-2e49662e1f5b
1x,Stab Wound,$0.20,Black,Enchantment — Aura,3,(WOT),{2}{B},02e5953c-420f-4f5e-bee1-2e49662e1f5b
1x,Glass Casket,$0.15,White,Artifact,2,(WOE),{1}{W},02c5c395-ee8b-47fd-ac52-256354c19cdf
1x,Seize the Storm,$0.15,Red,Sorcery,5,(J22),{4}{R},024b3bfd-3d2b-4f45-b015-2d94fe2f2bb3
1x,Rot Farm Mortipede,$0.25,Black,Creature — Insect,4,(MKM),{3}{B},023b0142-663a-47e7-a9f1-0b565a172b60
1x,Stockpiling Celebrant,$0.11,White,Creature — Dwarf Knight,3,(WOE),{2}{W},0214ebc6-c59f-4170-8dd2-ce07caa6e6ad
1x,Stockpiling Celebrant,$0.17,White,Creature — Dwarf Knight,3,(WOE),{2}{W},0214ebc6-c59f-4170-8dd2-ce07caa6e6ad
1x,Hobbit's Sting,$0.22,White,Instant,2,(LTR),{1}{W},019eab42-9e0c-4958-ac97-74d3db5580f3
1x,Tuinvale Guide,$0.10,White,Creature — Faerie Scout,4,(WOE),{3}{W},01334fed-781e-4864-83fd-d37f787a778b
1x,Scoured Barrens,$0.24,Land,Land,0,(NEO),,00538414-90f3-41da-b67e-d81cfa643de3
1x,Second Breakfast,$0.12,White,Instant,3,(LTR),{2}{W},002f647a-25f8-461b-8617-52674f5d577c
1x,Obyra's Attendants // Desperate Parry,$0.10,Blue,Creature — Faerie Wizard // Instant — Adventure,5,(WOE),{4}{U} // {1}{U},0001e77a-7fff-49d2-a55c-42f6fdf6db08
16x,Mountain,$0.30,Land,Basic Land — Mountain,0,(MID),,3ba24a61-e529-4490-8536-6276ea77c511
14x,Forest,$0.15,Land,Basic Land — Forest,0,(LTR),,cbe793e4-c034-4a22-929d-d743c0255bf1
14x,Tireless Hauler // Dire-Strain Brawler,$0.15,Green,Creature — Human Werewolf,5,(MID),{4}{G},3e96f9a6-c215-42b1-aa02-8e6143fe5bd7
13x,Forest,$0.15,Land,Basic Land — Forest,0,(MID),,ec8de02c-7954-4424-8b95-a21d8e104bd4
12x,Dawnhart Rejuvenator,$0.15,Green,Creature — Human Warlock,4,(MID),{3}{G},cf4b5ad9-3de6-4d53-93a0-3b8d2e484687
12x,Mountain,$0.12,Land,Basic Land — Mountain,0,(LTR),,adf13285-d127-4534-9f49-aa86914da175
12x,Plains,$0.46,Land,Basic Land — Plains,0,(LTR),,4ff9fbf5-de6f-4ef9-a6ab-56da4b341b77
12x,Plains,$0.15,Land,Basic Land — Plains,0,(MID),,46b94de4-099e-43d7-8f24-d5450b09f1f1
12x,Harvesttide Infiltrator // Harvesttide Assailant,$0.12,Red,Creature — Human Werewolf,3,(MID),{2}{R},28bc2848-b6fb-444d-b909-01c712696547
11x,Swamp,$0.12,Land,Basic Land — Swamp,0,(LTR),,d86cd8fb-4ba7-4311-b0f3-b06fa112eda5
11x,Tavern Ruffian // Tavern Smasher,$0.15,Red,Creature — Human Warrior Werewolf,4,(MID),{3}{R},1d7b2d05-ce5c-4b73-8fa6-d9b69619d58c
